,Embedded_text,dialect
1130,"Replying to 
@abrar_19HH
لا 
مسوتلهم عشا وقلتلهم عطوني رايكم قالي اخويي من تقصي اظافرش ذيك الساعه بكل وبعطيش رايي
1
1",W
1131,"م بتخطى 
1
5",W
1132,"Replying to 
@7ii8x_
٠٢",W
1133,"Replying to 
@l_ttry78
@_3tl1
 1",W
1134,"Replying to 
@JHD0_
الله يرحمه ويغفرله ويسكنه فسيح جناته ي رب
1",W
1135,"اجبُرنا كأننا لم نرى حُزناً يـ الله ♡︎
6",W
1136,"Replying to 
@v4pe_
لا تتعالجي انا ارقد بمخور واحيان ارقد بجينز وارقد باكسسواراتي 
2",W
1137,"اللهم امين لكل دعاء دعيته ♡︎
6",W
1138,"لبيك ربي وإن لم اكُن بين الزحامِ مُلبيًا ♡︎
5",W
1139,"لا تخذلني وانا حطيت فيك الامان
6",W
1140,"المواقف تعدي ، بس الكلام ما ينّسي
5",W
1141,"Replying to 
@Mii9099X
اللهم امين ♡︎
1",W
1142,"Replying to 
@rld002
لانه م طاع ينرسلن اربع صور 
2
1",W
1143,"ولعلها تجاب قريباً ليطمئن قلبي ♡︎
6",W
1144,"Replying to 
@civerawinz__",W
1145,"Replying to 
@meroo120053",W
1146,"Replying to 
@_3tl1
الله 
1
2",W
1147,"نغزات القلب اسوء شعور 
5",W
1148,"من بيصدق الفوضى اللي بداخلي وانا مبتسمه طول اليوم ؟
1
8",W
1149,"لما تكمل رسالتي ساعتين لا ترد خلها تتربى بعزك
2
13",W
1150,"الحين عرفت الخيره عشان م اخترت صيفي
2",W
1151,"يا خاطري ف ثلج 
4",W
1152,"أمحيك مثل ما أبتديك لا تتعالى
4",W
1153,"تعالو نغشش بعض شو الادعية الي بتدعوها بيوم عرفة ؟
5",W
1154,"ماذا لو كان رزقك
هو حب الله لك؟
1",W
1155,"Replying to 
@_3tl1
الله يتمم لك ع خير عيوني
1",W
1156,"كلهم skip الا انت reply
1
3",W
1157,"لبيك اللهم لبيك 
لبيك لا شريك لك لبيك 
ان الحمد والنعمه لكل والملك 
لا شريك لك لبيك ♡︎
4",W
1158,"لبيك قلباً تائهاً يرجوك ♡︎
5",W
1159,"يا ربّ ألبسنا في هذه العشر حُلل الرضوان والسعادة والغُفران وبلّغنا يوم عرفة بإطمئنان
1
7",W
1160,"يارب اسألك بحراً من التسخير في مستقبلي والتمام الجميل في كل أمر ♡︎
2
12",W
1161,"Replying to 
@ALo0I_1
٨ /١٠",W
1162,"Replying to 
@r_3zc
1",W
1163,"احسنيي نشبه
1",W
1164,"Replying to 
@NAFS14Y
١٠ سنين",W
1165,"فوني مبند من امس وحتى اوريدو م سائل عني
4",W
1166,"الله ياخذ شعور الضيقه
4",W
1167,"كانن يوم لطيف بوجود صديقاتي
1
7",W
1168,"عندما اتيتك هارباً من الاذى اذيتني
6",W
1169,"يارب بِقاع مكة والنّظر لمكة والسجُود 
في مكة، اللهُم ارزقني عُمرة قريبه ♡︎
3",W
1170,"Replying to 
@r_3zc
 and 
@rld002
يخسون
1",W
1171,"عم عد الايام طول غيابك عني !
1
6",W
1172,"مقدر على بعدك دقيقه
6",W
1173,"توحشني وانت بجنبي
1
3",W
1174,"م وقته الخفقان
3",W
1175,"احتريه وما صحى
6",W
1176,"""لست ممن يحب الحزن على الإطلاق بل على العكس املك روحاً تحب الضحك والمرح ، ولكن هناك أوقات تحدث فيها أمور تطفئ هذا الكون بأكمله في عيني""
5",W
1177,"خسرت شيئاً وفهمت اشياء
5",W
1178,"تبكي و تبكي و الله بَـ جبره يأتي
6",W
1179,"Replying to 
@rfxsll
اشرد",W
1180,"عَسى عرفة يأتى مُحملاً بإجابة دُعائنا
3",W
1181,"محاولة اخفاء الحزن اسوء من الحزن نفسه
5",W
1182,"محد جاب العيد ونزل صورته ستوري انستا 
3
5",W
1183,"Replying to 
@PacoCule10
محضة",W
1184,"يوم متطمن معاك ويوم اخافك
5",W
1185,"بلغنا يوم عرفة مجبُوريِِن مُطمئنين يارب ♡︎
1
8",W
1186,"اللهم امين لكل دعاء دُعي لنا في ظهر الغيب
5",W
1187,"Replying to 
@thetamiiz
1",W
1188,"Replying to 
@thetamiiz
فاطمه فخر العرب
1",W
1189,"ترا م كل الميكب يخرب البشرة بس انتي اختاري الميكب الصح
1
6",W
1190,"م فيي انساك !
3",W
1191,"♡︎
1
11",W
1192,"ترند الجديد كيف حلوو 
1
6",W
1193,"لا أحد يذكر شخصاً في دعائه الا وقد صدق حبه ان يثني احدهم ركبتيه في خلوته ويرفع يديه متضرعاً لله ، ويرسل اسمك انت بالتحديد الى الله عز وجل مرتبطاً بأمنيات ودعوات صالحة لك هذه إحدى أعظم صور الحب في نظري ♡︎
3",W
1194,"Replying to 
@_9liinv
مارس",W
1195,"عام السعادة والتوفيق صديقيي الجميل ♡︎ 
 
@shei5ha2
1",W
1196,"لا أدري بأي عين كنت اراهم 
فالحمدلله الذي اعاد بصري
4",W
1197,"خذ راحتك م عاد تفرق معي
5",W
1198,"حلمت اني اصلي ف الحرم 
يارب اصليها ف الواقع انا ومن احب 
3",W
1199,"Replying to 
@r0i_y
كل حد اتفق ع حبها 
1",W
1200,"اكسبلور الانستا و التيك توك شدراهم ان تخصصي برمجه كل شوي يطلعلي معلومات عن التخصص
1
7",W
1201,"Replying to 
@abrar_19HH
1",W
1202,"ضحكة ابرار جبر خاطر 
1
1
10",W
1203,"Replying to 
@Nuof1m
1",W
1204,"يعني م ابا اداوم و ما ابا أأجز وش ابا بالضبط ؟
1
5",W
1205,اكيد خيرة,W
1206,"ألف مبروك لطلاب الثاني عشر عقبال النتائج الحلوه و القبول ف المكان الي يسركم 
2",W
1207,"أراكَ شمساً وأفلاكي تطوفُ بها 
طافت بحُبِكَ يا دُنيايَ أقماري
3",W
1208,"أين أجد ملامحي السابقة ،
وكيف لي أن أعود لنفسي ؟
1",W
1209,"""رماكَ الحاسِدون بكُل عيب
وعيبّك أن حُسنك لا يُعاب""
1",W
1210,"إِن غِبتَ لَم أَلقَ إِنساناً يُؤَنِّسُني 
وَإِن حَضَرتَ فَكُلُّ الناسِ قَد حَضَرا
1",W
1211,"""لَمَّا رَآنِي فِي هَوَاهُ مُتَيَّمًا
عَرفَ الحَبِيبُ مَقَامَهُ فَتَدَلَّلاَ""
4",W
1212,"""أأحسدُ البُنّ أم فِنجانَ قهوتِها؟                                          إن بات في يدها تكسُوهِ بِالقُبلِ ""
5",W
1213,"حضيتُ بِخّير أب
1",W
1214,"Replying to 
@WimShakespeare
اسلام صبحي 
عبدالرحمن مسعد 
ادريس ابكر 
ادهم نابلسي ♡︎
1",W
1215,"Replying to 
@m1y_2
الله لا يغير علينا 
1
1",W
1216,"""كأنّما الحُسن أمسى فيك مجتمعاً
فسأل مُحياك كم أخجلت من قمرٍ""
9",W
1217,"""احدهم يراك هامش ، واحدهم يراك أُمنية""
6",W
1218,"اللهُم إني لا أشكي وجعي و ألمي إلا 
إليك يارب خفف عني كل ألم أشعر به
5",W
1219,"Replying to 
@i7if7
1+1=1",W
1220,"تُواسِينا الدَّعوات، فلا تَنْسُونا ♡︎
4",W
1221,"تباهيت فيك ياكيف خذلتني؟
9",W
1222,"احب الناس الي تاخذ رأيي فكل شي 
7",W
1223,"الله يسامح الي خرب جرجي 
3",W
1224,"حزب الي اساميهم نادرة 
فَاطمة|و.
@fay_26i
 · Jun 15
-اسمك متكرر في العائله؟
1",W
1225,"اخترت دربه 
لكن اختار له درب
4",W
1226,"م في اسوء من فقدان الشغف ل حاجات كانت يوما ما حلم لك
4",W
1227,"مَا خابَ من أودعَ لله شتات أمره
8",W
1228,"Replying to 
@3_rw_
ماي",W
1229,"عيناكَ لم تخلق ليسكنها الأسى 
ابداً وليس بها البكاءِ يليقُ
3",W
1230,"يبوني اهتم لهم وانا ناسيه Password حساباتي
1",W
1231,"سَيقُر الله أعيننا بما نرجُو
2",W
1232,"أخترت نفسي، والنفُوس عزيزةٌ
4",W
1233,"اللهمَ وما عجز عنهُ قلبي فأنت ربُّ قلبي
1",W
1234,"ثُم بعد الصّبر جبراً
ثمّ بعد العُسر يسراً
1",W
1235,"""إن الله يمهل أمانينا ولا يُهملها""
1",W
1236,"لو عرضت الاقدار على الانسان 
لاختار القدر الذي اختاره الله له
1",W
1237,"Replying to 
@rld002
١١ سنه
1",W
1238,"""يُؤتكم خيراً مِما أُخذ مِنكم""
3",W
1239,"ليت قلبي م يحس
3",W
1240,"Replying to 
@m1y_2",W
1241,"حسن الخاتمة ي رب ♡︎
7",W
1242,"Replying to 
@loy6_
@Alfahdi0",W
1243,"أمانه لا تصيّر بعد كل هالغلا عادي!
5",W
1244,"حَوراءُ إِنْ نَظَرَتْ إِليكَ 
سَقَتكَ بالعينين خَمرا
وَتَخال ما جَمَعَتْ عَليه
ثِيابَها ذَهَباً وعِطراً
2",W
1245,"لازم نبتعد لما نحس اننا مو مهمين
3",W
1246,"""يارب زِدني كرهاً في كُل شيء لا يرضيك""
1
5",W
1247,"Replying to 
@m9wali
+٢",W
1248,"وأن يحُفنا السُرور من كل جانب يارب ♡︎
5",W
1249,"Replying to 
@_9liiii
حوراء",W
1250,"""كأني أواجه جيوش وأنا فرداً""
4",W
1251,"كل م أبي انساك 
انسى واناديك 
وارجع واقول 
شلون بنسى؟
5",W
1252,"يارب كلنا نعيش بالشعور الي نتمناه
2
11",W
1253,"تواسي الكل وانت اكثر شخص يحتاج مواساة
3
4",W
1254,"اكتشفت اني انا و مي نفس التفكير !!
1
3",W
1255,ولا غلطه ترا زينك ♡︎,W
1256,"سيستجيب
3",W
1257,"الحمدلله حتى يبلغ الحمد منتهاه
1
11",W
1258,"اخاف الخلل من درجاتنا 
2",W
1259,"متى ناوي يضبط جدول نومي !!
6",W
1260,"ي رب امسك لساني عنها
10",W
1261,"و نقطة
1
8",W
1262,"غسل الميكب اصعب من الميكب نفسه
2
13",W
1263,"بار على القلب كأنه نسمه حلوه عابره
12",W
1264,"Replying to 
@7vrii_
مارس
1
2",W
1265,"اللهم صل وسلم على سيدنا محمد
1
7",W
1266,"Replying to 
@w_w111222
 and 
@_s_p_7_
صحححح 
1
1",W
1267,"ي رب يصير الي ف بالي
1
9",W
1268,"Replying to 
@oeiir
٣٠",W
1269,"Replying to 
@rld002",W
1270,"Replying to 
@mriiu_",W
1271,"لا اشغالي اخلصها ولا سنابات افتحها ولا نوم اشبع مدري على شو وقتي ضايع
9",W
1272,"ف بيتنا اذا صليت م يشوفوك اذا ذاكرت م يشوفوك بس جرب امسك فونك الكل يشوفك ويقولو ٢٤ ساعه ماسكه
2
5",W
1273,"اللهم سامحني على كل صلاة اخرتها وجعلني محافظا عليها وثبتني عليها وارزقني قلب لا يتكاسل عنها ولا يؤاخرها
7",W
1274,"Replying to 
@aymenn90
مليونن ",W
1275,"Replying to 
@rsm_a1
امين عيوني وياكم 
1",W
1276,"Replying to 
@rrexc2
امين وياكم ",W
1277,"امبيه صايره وايد انسي
5",W
1278,"معرف كيف اختي متحمله صوتي وانا اغني فالسياره من اول م رحنا ل الرجعه !!
5",W
1279,"Replying to 
@m99ther
1
3",W
1280,"Replying to 
@abrar_19HH
اللهم امين 
1",W
1281,"Replying to 
@rld002
تتغلى
1",W
1282,"اللهم إني أخاف الموت علي غفلة واخاف الموت علي معصية واخاف ظُلمة القبر، اللهم أهدِ قلبي وأغفر لي وأحسن خاتمتي واقبضني في ساعة رضا ، اللهم اهدني ثم اهدني ثم اهدني ثم خذني اليك
5",W
1283,"Replying to 
@_p8ph
10k
1",W
1284,"ليتني نمت 
7",W
1285,"Replying to 
@7AWR__
 and 
@mo7id_
فديت سميتي 
1",W
1286,"Replying to 
@2ivllll
لا",W
1287,"Replying to 
@abrar_19HH
مقصوده
1",W
1288,"Replying to 
@rld002",W
1289,"اليوم مود طبخ بعد م حرقت الكيك م استسلمت رحت اسوي عشا و احس تسلم ايدي 
1
4",W
1290,"Replying to 
@mo7id_
حوروه ، حوير
2
1",W
1291,"راحح يعلمك الوقت تكتفي بنفسك وتمشي 
1",W
1292,"انا ضد اي شي يعور الراس خصوصاً اذا كان انسان
5",W
1293,"Replying to 
@iihmb23
+٢",W
1294,"""ياربَّ الفَّلَق افتَحْ لغزة ما انغَلَق""
#غزة_تحت_القصف
1
4",W
1295,"Replying to 
@j7bri0o
GIF
ALT",W
1296,"شفتك و راح الشقى 
6",W
1297,"Replying to 
@a7medlli
ابشر
1
1",W
1298,"Replying to 
@7zzxcll
مليون",W
1299,"Replying to 
@Azeez7rb
بنت",W
1300,"Replying to 
@abrar_19HH
 and 
@vuvrr
 قتلني",W
1301,"ربّاه غزتنا تئنُّ فنجِّها
2
15
118",W
1302,"Replying to 
@shaiimaz
 and 
@jalaradiii
امبيه ",W
1303,"Replying to 
@_3tl1
متامله اني احصلهن مثل م حصلت الكرز ",W
1304,"انا اكلم امي ف موضوع :
3",W
1305,"Replying to 
@rld002
سلامتك
1",W
1306,"الي معي ف الستريك يصوروا سفراتهم الا انا اصور سقف بيتنا
4",W
1307,"الله ياخذ الزكام قولو امين 
1
5",W
1308,"يتعافي المرء بعزلته
1
7",W
1309,"لما ينخذل الانسان مره يبقى خايف للأبد
1
8",W
1310,"Replying to 
@jalaradiii
سندي
1
1",W
1311,"Replying to 
@rld002
هالسالفه م اقولها حتى مع نفسي
1
1",W
1312,"كل الناس عايشه كويس الا انا كويس اني عايش
4",W
1313,"احس كل عمان ف صلالة الا انا 
7",W
1314,"Replying to 
@shaiimaz
دايما",W
1315,"Replying to 
@iihmb23
نعم انها ",W
1316,"موزه تقولي تتوقعي بحصل مطعم ليميه ف تم دن !!!
1
14",W
1317,"الكل يدور حب حياته الا انا ادور حياتي
1
6",W
1318,"اول امس كان خاطري ف كرز طازج وامس حصلت بالصدفه اليوم خاطري ف مليون 
2
8",W
1319,"Replying to 
@ixvro_
امين 
1",W
1320,"فقدت شغف تصوير الكشخه 
1
6",W
1321,"يا بحرُ خاصمني الزمانُ وأنَني 
ما عدتِ اعرفُ في الحياة مكانِي
7",W
1322,"صداعع      خوي 
1
7",W
1323,"Replying to 
@abrar_19HH
الله يرحمها ويغفرلها ويسكنها فسيح جناته
1
2",W
1324,"محتاجه حد ينفض نفسيتي نفض م بس يغيرها
11",W
1325,"Replying to 
@ha2__z
بعد صح
1",W
1326,"في خدها زهت غمازه ♡︎
6",W
1327,"Replying to 
@shaiimaz
هيه",W
1328,"Replying to 
@kahrhom107
.",W
1329,"Replying to 
@shaiimaz
سلامتك الغالي 
1",W
1330,"Replying to 
@shaiimaz
تقليد
1",W
1331,"Replying to 
@3bui_",W
1332,"Replying to 
@3bui_",W
1333,"وإني لم انوي افلات يديك ولكني تأذيت
6",W
1334,"سبحان الله 
استغفر الله 
الله اكبر
4",W
1335,"الحمدلله 
4",W
1336,"بتعدي 
5",W
1337,"Replying to 
@i7iaxn
 and 
@r0i_y
نعم انه 
1",W
1338,"Replying to 
@_36iil
٥٠٣٢
1",W
1339,"اللهم استرنا ووالدينا وأهلينا وذرياتنا في الدنيا والآخرة.
1
7",W
1340,"Replying to 
@j_33n
يارب يارب الله يرزقش
1",W
1341,"الله يسامححح بدور جابتلي وسواسس 
2
4",W
1342,"Replying to 
@a7medlli",W
1343,"Replying to 
@r0i_y",W
1344,"Replying to 
@abrar_19HH
مبروككك حبيبي 
1
2",W
